post_id,post_name,url,issue_types,gsc_clicks,gsc_impressions,backlinks,ref_domains,h2_count,anchor_count,promo_pattern,wire_style,claim_check_style,writing_qc_verdict,suggested_action,why,sample_1,sample_2,sample_3,batch_reason
347702,status-unveils-first-gasless-l2-on-linea-with-100-community-yield-allocation-mechanism,https://coincu.com/status-unveils-first-gasless-l2-on-linea-with-100-community-yield-allocation-mechanism/,visible_raw_url_in_text,0,0,0,0,0,13,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"nding builders and liquidity providers through bridged yield and native app fees. Users can follow Status for updates: https://x.com/StatusL2 As transaction costs across L2s are currently trending towards zero, Status Network breaks from sequencer fee dependence and instead earns revenue from yield-bearing bridged a",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
347273,nexst-launches-web3-vr-entertainment-platform-with-k-pop-group-unis-as-first-global-partner,https://coincu.com/nexst-launches-web3-vr-entertainment-platform-with-k-pop-group-unis-as-first-global-partner/,visible_raw_url_in_text,0,0,0,0,0,13,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal," UAE, dedicated to pioneering next-generation digital experiences. Staying Connected with NEXST Official Website： https://www.nexst.io Official X ： https://x.com/NEXST_AI Official discord： https://discord.gg/nexst Medium： https://medium.com/@sns.nexst Official Instagram: https://www.instagram.com/ne",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
346069,shheikh-io-launches-shheikh-token-presale-for-blockchain-backed-real%e2%80%91world-asset-investments,https://coincu.com/shheikh-io-launches-shheikh-token-presale-for-blockchain-backed-real%e2%80%91world-asset-investments/,visible_raw_url_in_text,0,0,0,0,0,21,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"icles, and fine art without requiring institutional capital. Users can join the RWA To Own a SHHEIKH: Visiting https://www.shheikh.io Reading whitepaper Email: press@shheikh.io Facebook | Instagram | X | Snapchat | Pinterest | Threads | Tumblr | TikTok | Youtube | Telegram Cont",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
345315,gbm-launches-auction-festival-with-the-sandbox-aavegotchi-unstoppable-domains-and-more,https://coincu.com/gbm-launches-auction-festival-with-the-sandbox-aavegotchi-unstoppable-domains-and-more/,visible_raw_url_in_text,0,0,0,0,0,6,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,l officially begins on the 30th June 2025. Users can: Learn more about the Festival and the GBM protocol here: https://docs.gbm.auction/ Join the community here: https://discord.gg/gbmauction Follow for updates here: https://x.com/GBMauction About GBM GBM is the auction protocol redefining how,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
345247,french-spiderman-scales-skyscraper-to-launch-worlds-first-action-token,https://coincu.com/french-spiderman-scales-skyscraper-to-launch-worlds-first-action-token/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,r — one that connects his daredevil legacy to the world of crypto. Users can follow the Action: Watch Live on X: https://x.com/tigersharkhq Trading: MEXC Exchange: https://www.mexc.com/exchange/TIGERSHARK_USDT Web: www.tigershark.global Enquiries: James Henderson james@JBH-PR.com Mohammad Aldaejy moha,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
345216,deribit-and-signalplus-launch-the-summer-chase-trading-competition-2025-featuring-a-300000-usdc-prize-pool,https://coincu.com/deribit-and-signalplus-launch-the-summer-chase-trading-competition-2025-featuring-a-300000-usdc-prize-pool/,visible_raw_url_in_text,0,0,0,0,0,12,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"s: June 26 – July 31, 2025 Eligibility: Open to Deribit retail traders trading via SignalPlus Registration Link: https://t.signalplus.com/deribitsummerchase Incentives: Users who register by June 30th will receive 3 free Deribit options. By referring a friend, users can win a Rolex. By inviting a trader, users w",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
345121,neo-pepe-neop-presale-passes-2m-raised-with-stellar-certik-audit,https://coincu.com/neo-pepe-neop-presale-passes-2m-raised-with-stellar-certik-audit/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,an auto-liquidity mechanism ensuring sustainable growth and stability. To Get Started with $NEOP Website: https://neopepe.ai Telegram: https://t.me/NeoPepeProtocol Twitter/X: https://x.com/NeoPepeProtocol Contact CMO Logan Roy CrypTechnologies Ltd. press@neopepe.ai ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
344755,r0ar-lists-on-bitmart-1r0r-makes-cex-debut,https://coincu.com/r0ar-lists-on-bitmart-1r0r-makes-cex-debut/,visible_raw_url_in_text,0,0,0,0,0,15,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"amp; Withdrawals : Fully supported Get Started : Sign up at BitMart, complete KYC, and start trading $1R0R today. https://www.bitmart.com/trade/en-US?symbol=1R0R_USDT The 1ROR PowerDrop event page is now officially online! Campaign page : https://www.bitmart.com/activity/1R0R/en-US Twitter post : https://x.com /BitMartExchange/sta",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
344585,byreal-launches-with-strategic-support-from-bybit-on-solana,https://coincu.com/byreal-launches-with-strategic-support-from-bybit-on-solana/,visible_raw_url_in_text,0,0,0,0,0,1,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal," a full-cycle growth engine that supports asset discovery, trading, and yield generation across multiple ecosystems. https://x.com/byreal_io Contact Founder Emily Bao Byreal partnerships@byreal.io ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
344037,btcc-exchange-celebrates-14th-anniversary-with-launch-of-first-ever-user-badge-program,https://coincu.com/btcc-exchange-celebrates-14th-anniversary-with-launch-of-first-ever-user-badge-program/,visible_raw_url_in_text,0,0,0,0,0,6,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,", and community building, BTCC continues to be a trusted platform in the evolving cryptocurrency landscape. Website: https://www.btcc.com/en-US X: https://x.com/BTCCexchange Contact: press@btcc.com Contact Aaryn Ling BTCC Exchange press@btcc.com ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
343834,r0ar-introduces-unified-defi-platform-for-token-liquidity-and-nft-staking,https://coincu.com/r0ar-introduces-unified-defi-platform-for-token-liquidity-and-nft-staking/,visible_raw_url_in_text,0,0,0,0,0,8,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"g, liquidity, and NFT functionalities (NFT staking to follow on the r0ar platform in the coming weeks after launch) at https://www.r0ar.io/platform . About R0AR R0AR is a decentralized finance platform offering token staking, liquidity solutions, and NFT-based engagement tools. Operating on the Ethereum Blockchain &am",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
343617,landdao-enters-pre-launch-phase-to-bring-land-nfts-backed-by-real-world-assets-on-chain,https://coincu.com/landdao-enters-pre-launch-phase-to-bring-land-nfts-backed-by-real-world-assets-on-chain/,visible_raw_url_in_text,0,0,0,0,4,9,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"by visiting the LandDAO project website and submitting your email address Follow LandDAO:&nbsp; Website: https://landdao.io/ Telegram: https://t.me/landdao_land Twitter: https://twitter.com/landdao_land YouTube: https://www.youtube.com/@landdao_land Contact Person: William, Ma",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
343606,fanshash-launches-zero-barrier-cloud-mining-with-daily-payouts-and-global-pool-access,https://coincu.com/fanshash-launches-zero-barrier-cloud-mining-with-daily-payouts-and-global-pool-access/,visible_raw_url_in_text,0,0,0,0,0,14,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ngs are transparent and auditable. Getting Started in 3 Easy Steps 1. Registering for an Account Visiting https://FansHash.com , entering an email, and receiving $18 mining credit instantly. Choosing a Contract 2. Picking a mining plan that matches the user&#8217;s budget and earnings goals. Shor",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
342941,bcc-mining-free-cloud-mining-one-stop-service-increase-stable-income,https://coincu.com/bcc-mining-free-cloud-mining-one-stop-service-increase-stable-income/,raw_url_after_colon|visible_raw_url_in_text,0,0,0,0,0,9,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"1krskvHhGHploCEf3VLIRZsWcI1L6bg?key=uVgCdrJ_p7c3rfXw0OBKPw"" alt="""" title=""""></a></figure> <p><strong>Official website: https://bccmining.com/</strong></p> <p><strong>Contact email: info@bccmining.com</strong></p> <p><strong>Download for Android or Apple: </strong><a href=""https://www.bccmining.com/xml/index.html#/",". (The platform has launched a variety of stable income contract packages, details can be found on the official website https://bccmining.com.) About BCCMINING BCC Mining was founded in 2017. Its platform focuses on providing high-performance, low-cost cryptocurrency mining solutions by leveraging advanced ",,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
341428,zircuit-joins-binance-alpha-zrc-airdrop-trading-competition-go-live,https://coincu.com/zircuit-joins-binance-alpha-zrc-airdrop-trading-competition-go-live/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"l launch a trading competition with 27,500,000 ZRC in rewards. More details will be released soon. Users can visit https://www.binance.com/en/alpha-point to participate in the airdrop, or head to zircuit.com to explore the Zircuit ecosystem. About Zircuit Zircuit : Where innovation meets security, designed for everyone. Z",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
339307,venom-foundation-achieves-150k-tps-in-closed-network-stress-test-paving-the-way-for-2025-mainnet-upgrade,https://coincu.com/venom-foundation-achieves-150k-tps-in-closed-network-stress-test-paving-the-way-for-2025-mainnet-upgrade/,visible_raw_url_in_text,0,0,0,0,0,4,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ered, community‑driven non‑profit supporting research, development, and adoption for the Venom blockchain. Website: https://venom.foundation/ https://x.com/VenomFoundation/ Press contact: press@venom.foundation Contact CEO Christopher Louis Tsu Venom Foundation media@venom.network ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
338726,wall-street-ponke-launches-with-ai-tools-learning-hub-and-over-300k-raised-in-hours,https://coincu.com/wall-street-ponke-launches-with-ai-tools-learning-hub-and-over-300k-raised-in-hours/,visible_raw_url_in_text,0,0,0,0,0,5,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"r quick developer exits. For those who have been caught in bad trades before, this is something new and much needed. https://x.com/Wallstreetponke/status/1922796222940582148 Wall Street Ponke Builds Out Trader Learning Space for All Levels Wall Street Ponke is not only working on protection. It’s also helping its users improve. A full learning ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
337593,whale-io-accelerating-towards-tge-unveils-wager-earn-campaign-and-launches-whale-token-conversion,https://coincu.com/whale-io-accelerating-towards-tge-unveils-wager-earn-campaign-and-launches-whale-token-conversion/,visible_raw_url_in_text,0,0,0,0,0,2,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,nd driving innovation. Discover the future of Whale Casino and $WHALE token by checking them out here: Website: https://whale.io/thedailyfinn/promotion/stack-token Socials: https://linktr.ee/whalesocials_tg Contact Whale Spokesperson Whale support@whale.io ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
337388,moonx-bydfis-on-chain-trading-engine-a-ticket-from-cex-to-dex,https://coincu.com/moonx-bydfis-on-chain-trading-engine-a-ticket-from-cex-to-dex/,visible_raw_url_in_text,0,0,0,0,0,17,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,is committed to providing a world-class crypto trading experience for users. BUIDL Your Dream Finance. Website: https://www.bydfi.com Support Email: cs@bydfi.com Business Partnerships: bd@bydfi.com Media Inquiries: media@bydfi.com Twitter( X ) | LinkedIn | Facebook | Telegram | YouTube ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
335972,casper-2-0-goes-live-on-mainnet-positioning-casper-network-for-the-real-world-asset-era,https://coincu.com/casper-2-0-goes-live-on-mainnet-positioning-casper-network-for-the-real-world-asset-era/,visible_raw_url_in_text,0,0,0,0,0,12,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"tralized development and adoption of the Casper protocol, network, and ecosystem. Learn more about Casper Network at https://casper.network . Contact the Casper Association at press@casper.network . Press and Media Usage: https://www.casper.network/press-and-media . Contact Marketing &amp; Communicatio",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
335829,pepeto-to-launch-on-exchange-following-presale-wrap-up-and-platform-milestones,https://coincu.com/pepeto-to-launch-on-exchange-following-presale-wrap-up-and-platform-milestones/,visible_raw_url_in_text,0,0,0,0,0,12,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"g-term commitment and trust in the project. Value 1: Pepeto provides token holders to list in Pepeto Exchange https://pepeto.io/en#bridge Value 2: PepetoSwap Tech – Bridge technology helps crypto adoption and enables the transfer of assets and data between different blockchain networks, allowing seamless cross-",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
335778,bc-game-launches-phase-2-of-social-mining-campaign-expanding-ecosystem-engagement-with-bc-token,https://coincu.com/bc-game-launches-phase-2-of-social-mining-campaign-expanding-ecosystem-engagement-with-bc-token/,visible_raw_url_in_text,0,0,0,0,0,6,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"en. Referrers also receive a 5% bonus based on the activity of those they invite. For full details, users can visit: https://bc.game/events/new-mining About BC.GAME and $BC Founded in 2017, BC.GAME is a global crypto platform that offers a variety of digital entertainment experiences. The platform holds multiple interna",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
335076,floki-and-rice-robotics-launch-ai-companion-robot-with-token-rewards,https://coincu.com/floki-and-rice-robotics-launch-ai-companion-robot-with-token-rewards/,visible_raw_url_in_text,0,0,0,0,0,13,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,has already established a strong brand presence. Users can learn more at floki.com. For more information: Website: https://www.floki.com/ YouTube: https://www.youtube.com/@FlokiOfficial Telegram: https://t.co/vBZd3lbFQK Instagram: https://www.instagram.com/floki_crypto/ Tik Tok: https://www.t,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
334874,common-launches-first-privacy-web-app-with-subsecond-proving-times-for-arbitrum-and-aleph-zero-evm,https://coincu.com/common-launches-first-privacy-web-app-with-subsecond-proving-times-for-arbitrum-and-aleph-zero-evm/,visible_raw_url_in_text,0,0,0,0,0,3,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"o payment cards for everyday use. For more information about Common and to apply for early access, users can visit https://common.fi/ About Common Common is a privacy-first DeFi platform that makes financial privacy simple, accessible, and multichain. Built on Aleph Zero’s Shielder Network, Common offe",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
334288,whale-io-sets-sail-for-token2049-dubai-as-wristband-sponsor-gearing-up-for-whale-token-launch,https://coincu.com/whale-io-sets-sail-for-token2049-dubai-as-wristband-sponsor-gearing-up-for-whale-token-launch/,visible_raw_url_in_text,0,0,0,0,0,6,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,g innovation. Users can discover the future of Whale.io and $WHALE token by checking them out here: Website: https://whale.io/ Socials: https://linktr.ee/whalesocials_tg Contact Whale Spokesperson Whale.io support@whale.io ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
333621,whale-io-accelerates-into-battlepass-season-2-with-double-lamborghinis-and-epic-rewards,https://coincu.com/whale-io-accelerates-into-battlepass-season-2-with-double-lamborghinis-and-epic-rewards/,visible_raw_url_in_text,0,0,0,0,0,5,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal, to a global audience. Discovering the future of Whale.io and $WHALE token by checking them out here: Website: https://whale.io/ Socials: https://linktr.ee/whalesocials_tg Contact Whale Spokesperson Whale support@whale.io ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
332924,bydfi-officially-launches-on-chain-trading-tool-moonx-ushering-in-the-era-of-cex-dex-dual-engines,https://coincu.com/bydfi-officially-launches-on-chain-trading-tool-moonx-ushering-in-the-era-of-cex-dex-dual-engines/,visible_raw_url_in_text,0,0,0,0,0,13,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,00 users worldwide. BYDFi is committed to providing users with a world-class crypto trading experience. Website: https://www.bydfi.com Support Email: cs@bydfi.com Business Partnerships: bd@bydfi.com Media Inquiries: media@bydfi.com Twitter( X ) | LinkedIn | Facebook | Telegram ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
332736,usdh-powers-zest-liquidations-to-deliver-deeper-stablecoin-liquidity-on-stacks,https://coincu.com/usdh-powers-zest-liquidations-to-deliver-deeper-stablecoin-liquidity-on-stacks/,visible_raw_url_in_text,0,0,0,0,0,2,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal, backed by the hardest asset in the world (BTC) that is native to the most secure blockchain in Bitcoin. Learn more: https://www.hermetica.fi/ About Zest Protocol Zest Protocol is a DeFi protocol built for Bitcoin. The protocol strives to create a vibrant DeFi ecosystem around BTC the asset. Zest Protocol rece,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
332493,ab-dao-and-bitget-launch-dual-reward-campaign-distributing-2-6m-worth-of-ab-globally,https://coincu.com/ab-dao-and-bitget-launch-dual-reward-campaign-distributing-2-6m-worth-of-ab-globally/,visible_raw_url_in_text,0,0,0,0,0,6,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"25, 10:00 – April 23, 2025, 10:00 (UTC+8) Total Airdrop Pool: 78,134,000 $AB Official Bitget Event Announcement: https://www.bitget.com/zh-CN/support/articles/12560603825693 In addition to this incentive campaign, AB DAO and Bitget will jointly execute a global co-marketing initiative, with a focus on key markets such as Southeast Asia, Europe, the",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
330185,stabull-labs-announces-public-sale-of-stabul-token-on-probit-global-exchange,https://coincu.com/stabull-labs-announces-public-sale-of-stabul-token-on-probit-global-exchange/,visible_raw_url_in_text,0,0,0,0,0,12,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"mation on the $STABUL IEO, users can visit the ProBit launchpad . More information about the platform is available at https://stabull.finance , users can explore the DEX at https://app.stabull.finance or read through the documentation and whitepaper for the platform at https://docs.stabull.finance . Users can also f",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
330143,from-cex-to-dex-bydfi-celebrates-5-years-of-remarkable-growth,https://coincu.com/from-cex-to-dex-bydfi-celebrates-5-years-of-remarkable-growth/,visible_raw_url_in_text,0,0,0,0,0,19,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,ed to providing a world-class crypto trading experience for users globally. BUIDL Your Dream Finance. Website: https://www.bydfi.com Support Email: CS@bydfi.com Business Partnerships: BD@bydfi.com Media Inquiries: media@bydfi.com Twitter( X ) | LinkedIn | Facebook | Telegram ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
330059,overtime-launches-over-token-and-full-account-abstraction-ux,https://coincu.com/overtime-launches-over-token-and-full-account-abstraction-ux/,visible_raw_url_in_text,0,0,0,0,0,4,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ues 50,000 active users More than 10,000 unique betting markets Users can access the new Overtime domain here: https://www.overtime.io/ A Decentralized Alternative to Traditional Sports Betting Overtime distinguishes itself from traditional bookmakers by operating a fully decentralized, permissionless sport",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
329615,aster-emerges-astherus-rebrands-to-lead-decentralized-perpetual-trading,https://coincu.com/aster-emerges-astherus-rebrands-to-lead-decentralized-perpetual-trading/,visible_raw_url_in_text,0,0,0,0,0,4,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ng the future of DeFi: fast, flexible, and community-first. Multi-chain. Liquid. Secure. Users can learn more at https://asterdex.com , or connect with the team on the official X account Contact Marketing Lead Kathy Aster Kathy@astherus.com ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
329164,the-nation-token-nato-officially-launches-following-historic-airdrop-to-1-million-users-on-base,https://coincu.com/the-nation-token-nato-officially-launches-following-historic-airdrop-to-1-million-users-on-base/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"in the pipeline. To drive further awareness and participation, the team has launched a community growth campaign at https://taskon.xyz/TheNationToken Participants can compete for a $1,000 USDC monthly prize pool, split among the top 50 leaderboard members, based on engagement and learning activities around the project. This ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
328876,forgotten-playland-beams-flagship-title-launches-on-epic-games-store-the-ultimate-multiplayer-party-game,https://coincu.com/forgotten-playland-beams-flagship-title-launches-on-epic-games-store-the-ultimate-multiplayer-party-game/,visible_raw_url_in_text,0,0,0,0,0,15,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"aotic and vibrant world filled with adventure, where every victory holds new value through digital ownership. https://youtu.be/fDm2HBqfBqE?si=RTVZDBkUw1WG2N0O Developed by Duckland Games and Vermillion , Forgotten Playland is a newly released party game combining engaging, fast-paced action that seamlessly integrates blockchain ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
328863,bydfis-5th-anniversary-launches-moonx-at-paris-blockchain-week-2025-sparking-the-web3-era,https://coincu.com/bydfis-5th-anniversary-launches-moonx-at-paris-blockchain-week-2025-sparking-the-web3-era/,visible_raw_url_in_text,0,0,0,0,0,11,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ber 44 in Paris!” How to Join This Web3 Extravaganza Starting today, users can follow BYDFi’s official website ( https://www.bydfi.com ) and X account (@BYDFi_Official) for the latest updates. From April 8 to 10, users can visit Booth Number 44 at Paris Blockchain Week to experience MoonX’s debut in person or par",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
328787,meta-earth-to-host-official-launch-event-at-token2049-dubai-showcasing-modular-blockchain-advancements,https://coincu.com/meta-earth-to-host-official-launch-event-at-token2049-dubai-showcasing-modular-blockchain-advancements/,visible_raw_url_in_text,0,0,0,0,0,3,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"or a better life and maintaining ecological balance to promote sustainability. For more information, users can visit https://www.mec.me/ Contact Meta Earth menetwork@mec.me ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
328496,blocksquare-unveils-upgrade-to-its-rwa-marketplace-infrastructure,https://coincu.com/blocksquare-unveils-upgrade-to-its-rwa-marketplace-infrastructure/,visible_raw_url_in_text,0,0,0,0,0,14,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,latforms instantly enhanced without the need for additional development. Explore the New Experience Live demo: https://marketplace.oceanpoint.fi Walkthrough video: Watch here Learn more about the infrastructure: blocksquare.io/products/white-label-platform#delta Technical documentation for certified marketplac,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
326900,rules-over-followers-bydfis-official-response-to-extravods-false-allegations,https://coincu.com/rules-over-followers-bydfis-official-response-to-extravods-false-allegations/,visible_raw_url_in_text,0,0,0,0,0,10,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,tted to delivering a world-class crypto trading experience for every user. BUIDL Your Dream Finance. Website: https://www.bydfi.com Support Email: CS@bydfi.com Business Partnerships: BD@bydfi.com Media Inquiries: media@bydfi.com Twitter( X ) | LinkedIn | Facebook | Telegra,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
